s,SpecialistHourlyCapacity,SpecialistIsFullTime
1724,52.22,1.0
1725,220.94,1.0
1726,191.44,1.0
1727,204.02,1.0
1728,230.5,1.0
1729,153.43,
1730,204.71,1.0
1731,82.89,
1732,69.07,
1733,137.5,
1734,76.83,
1735,298.91,1.0
1736,64.86,
1737,248.24,
1738,190.53,
1739,133.96,
1740,56.0,
1741,75.0,
1742,75.0,
1743,136.64,
1744,215.26,1.0
1745,213.41,1.0
1746,261.94,1.0
1747,209.56,
1748,142.8,
1749,137.72,
1750,215.86,1.0
1751,275.47,1.0
1752,95.95,
1753,89.33,
1754,117.45,
1755,114.28,
1756,164.94,
1757,151.44,
1758,73.95,
1759,97.48,
1760,294.23,
1761,88.32,
1762,69.12,
1763,133.43,
1764,196.07,
1765,92.75,
1766,762.36,
1767,51.62,
1768,97.42,
1769,120.56,
1770,420.98,
1771,105.57,
1772,62.52,
1773,108.32,
1774,216.93,
1775,73.85,
1776,75.0,
1777,227.86,
1778,160.95,1.0
1779,91.26,
1780,246.91,
1781,189.67,
1782,75.0,
1783,142.38,
1784,219.2,
1785,75.0,
1786,107.64,
1787,96.15,
1788,79.1,
1789,171.94,
1790,75.0,
1791,88.5,
1792,133.08,
1793,261.18,
1794,82.63,
1795,105.97,
1796,122.54,
1797,75.0,
1798,126.21,
1799,84.7,
1800,85.4,
1801,107.14,
1802,104.71,
1803,77.16,
1804,165.34,1.0
1805,75.0,
1806,92.06,
1807,178.66,
1808,70.64,
1809,73.94,
1810,238.47,
1811,75.0,
1812,113.25,
1813,74.0,
1814,243.7,1.0
1815,119.19,
1816,140.72,
1817,57.58,
1818,98.44,
1819,114.4,
1820,227.65,
1821,75.0,
1822,182.65,
1823,116.21,
1824,59.89,
1825,396.63,
1826,75.0,
1827,75.0,1.0
1828,75.0,
1829,216.37,
1830,115.14,
1831,174.44,1.0
1832,101.9,
1833,235.33,
1834,75.0,
1835,134.6,
1836,134.86,
1837,114.48,
1838,182.65,
1839,228.81,1.0
1840,75.0,1.0
1841,93.45,
1842,144.7,
1843,147.75,
1844,117.72,
1845,180.8,
1846,65.24,
1847,94.7,
1848,242.23,1.0
1849,264.81,1.0
1850,86.44,
1851,75.0,
1852,81.44,
1853,133.13,
1854,235.37,
1855,239.62,
1856,97.09,
1857,75.0,
1858,316.5,
1859,92.89,
1860,104.24,
1861,128.58,
1862,116.85,
1863,104.38,
1864,54.94,
1865,75.0,
1866,96.63,
1867,75.0,
1868,75.37,
1869,124.75,
1870,128.0,
1871,131.98,
1872,158.29,
1873,166.83,
1874,75.0,1.0
1875,300.65,1.0
1876,83.69,
1877,75.0,1.0
1878,108.01,
1879,261.76,1.0
1880,88.89,
1881,75.0,
1882,63.92,
1883,75.81,
1884,66.95,
1885,52.4,
1886,86.23,
1887,159.13,
1888,172.04,1.0
1889,172.34,
1890,75.0,
1891,256.11,
1892,67.54,
1893,100.8,
1894,151.51,
1895,169.34,
1896,75.0,
1897,90.25,
1898,75.0,1.0
1899,75.0,1.0
1900,194.01,1.0
1901,120.08,
1902,57.06,
1903,176.98,
1904,130.63,
1905,109.09,
1906,97.02,
1907,133.11,
1908,75.0,
1909,75.0,
1910,197.08,
1911,151.08,
1912,74.7,
1913,75.0,1.0
1914,127.8,
1915,300.13,
1916,75.0,
1917,154.27,
1918,75.0,
1919,260.13,1.0
1920,75.0,
1921,153.05,
1922,255.08,1.0
1923,129.87,
1924,163.99,1.0
1925,75.0,1.0
1926,136.46,
1927,75.0,1.0
1928,111.14,
1929,180.97,
1930,58.02,
1931,128.98,
1932,75.0,
1933,171.83,1.0
1934,75.0,1.0
1935,250.0,
1936,75.0,
1937,50.24,
1938,83.26,
1939,64.69,
1940,75.0,1.0
1941,85.59,
1942,295.71,1.0
1943,71.19,
1944,74.39,
1945,75.0,1.0
1946,65.35,
1947,79.06,
1948,129.5,
1949,70.75,
1950,138.11,
1951,75.0,
1952,78.58,
1953,198.47,
1954,74.75,
1955,75.0,
1956,157.26,1.0
1957,252.56,
1958,75.0,1.0
1959,132.64,
1960,119.23,
1961,158.93,1.0
1962,216.11,1.0
1963,122.11,
1964,129.8,
1965,67.92,
1966,115.2,
1967,195.45,
1968,168.04,
1969,218.31,1.0
1970,138.36,
1971,75.0,1.0
1972,139.28,
1973,112.16,
1974,90.84,
1975,127.62,
1976,76.92,
1977,86.2,
1978,431.75,
1979,95.82,
1980,75.0,
1981,193.25,
1982,60.06,
1983,299.65,1.0
1984,143.18,
1985,222.67,1.0
1986,120.32,
1987,135.27,
1988,96.33,
1989,144.4,
1990,75.0,
1991,106.81,
1992,75.0,
1993,139.62,
1994,289.96,
1995,203.65,
1996,75.0,
1997,112.36,
1998,199.86,1.0
1999,230.92,
2000,79.49,
2001,356.82,1.0
2002,110.22,
2003,200.74,1.0
2004,97.01,
2005,75.0,
2006,203.19,
2007,203.11,1.0
2008,157.5,
2009,75.0,
2010,75.0,
2011,207.9,1.0
2012,268.36,1.0
2013,51.96,
2014,99.96,
2015,334.39,
2016,119.25,
2017,293.23,1.0
2018,72.96,
2019,137.22,
2020,86.13,
2021,204.55,
2022,68.1,
2023,67.82,
2024,239.91,1.0
2025,213.59,1.0
2026,107.92,
2027,216.52,
2028,75.0,1.0
2029,155.09,
2030,105.58,
2031,120.35,
2032,131.96,
2033,74.24,
2034,141.72,
2035,102.49,
2036,109.88,
2037,280.75,
2038,93.85,
2039,75.0,1.0
2040,97.92,
2041,149.54,1.0
2042,169.33,1.0
2043,198.57,1.0
2044,384.24,1.0
2045,217.06,1.0
2046,175.02,1.0
2047,135.23,
2048,217.96,1.0
2049,134.22,
2050,71.27,
2051,75.0,
2052,309.59,1.0
2053,176.34,1.0
2054,222.78,1.0
2055,241.53,1.0
2056,260.32,
2057,75.0,1.0
2058,228.45,1.0
2059,75.0,
2060,122.47,
2061,270.44,
2062,140.15,
2063,368.57,
2064,144.84,
2065,107.9,
2066,124.68,
2067,187.99,
2068,156.65,
2069,94.6,
2070,126.55,
2071,230.7,
2072,63.15,
2073,113.48,
2074,148.59,
2075,187.68,1.0
2076,75.0,1.0
2077,127.09,
2078,76.27,
2079,100.71,
2080,166.86,
2081,165.5,1.0
2082,122.25,
2083,114.71,
2084,80.64,
2085,146.18,
2086,75.0,
2087,223.99,1.0
2088,198.92,1.0
2089,134.6,
2090,54.72,
2091,232.84,
2092,87.25,
2093,162.3,
2094,219.71,1.0
2095,75.0,1.0
2096,276.94,1.0
2097,122.88,
2098,113.24,
2099,187.32,1.0
2100,312.5,1.0
2101,75.0,
2102,101.11,
2103,75.0,
2104,373.14,1.0
2105,71.39,
2106,157.14,
2107,210.18,1.0
2108,154.59,
2109,62.84,
2110,57.15,
2111,64.75,
2112,131.06,
2113,75.0,
2114,197.42,
2115,75.0,
2116,64.71,
2117,250.0,
2118,157.97,
2119,219.56,1.0
2120,75.0,
2121,76.57,
2122,124.48,
2123,223.75,1.0
2124,51.84,
2125,211.95,1.0
2126,79.99,
2127,68.22,
2128,75.0,
2129,150.8,
2130,302.01,
2131,75.0,
2132,134.75,
2133,79.07,
2134,56.15,
2135,116.8,
2136,132.83,
2137,82.84,
2138,121.8,
2139,77.31,
2140,78.79,
2141,79.77,
2142,97.25,
2143,75.0,1.0
2144,75.0,
2145,235.35,1.0
2146,336.43,1.0
2147,116.57,
2148,75.0,1.0
2149,179.42,1.0
2150,65.83,
2151,295.66,
2152,75.0,
2153,218.8,
2154,86.24,
2155,104.0,
2156,91.94,
2157,94.22,
2158,75.0,
2159,301.45,1.0
2160,75.0,
2161,75.0,
2162,189.92,1.0
2163,245.2,1.0
2164,75.0,1.0
2165,96.61,
2166,114.85,
2167,75.0,
2168,322.07,1.0
2169,75.0,
2170,103.7,
2171,196.8,1.0
2172,252.93,1.0
2173,154.11,
2174,117.86,
2175,306.51,1.0
2176,229.33,
2177,138.16,
2178,212.51,1.0
2179,181.36,
2180,75.0,
2181,258.54,1.0
2182,87.14,
2183,177.9,1.0
2184,75.0,1.0
2185,303.55,1.0
2186,177.59,1.0
2187,75.0,1.0
2188,75.0,1.0
2189,166.66,1.0
2190,284.97,1.0
2191,452.85,1.0
2192,232.16,1.0
2193,75.0,1.0
2194,75.0,1.0
2195,75.0,
2196,406.02,
2197,92.24,
2198,111.03,
2199,74.43,
2200,106.61,
2201,86.38,
2202,75.0,
2203,75.0,
2204,103.05,
2205,92.46,
2206,237.43,1.0
2207,304.25,
2208,75.0,
2209,86.42,
2210,75.0,
2211,274.52,1.0
2212,159.03,
2213,290.43,1.0
2214,113.83,
2215,74.9,
2216,75.0,
2217,205.5,1.0
2218,75.0,1.0
2219,205.24,1.0
2220,220.48,1.0
2221,75.0,
2222,119.58,
2223,78.99,
2224,249.07,1.0
2225,129.27,
2226,121.95,
2227,225.51,1.0
2228,108.73,
2229,62.26,
2230,95.03,
2231,56.16,
2232,75.0,
2233,317.74,1.0
2234,115.34,
2235,115.24,
2236,135.34,
2237,75.0,
2238,276.75,1.0
2239,256.4,1.0
2240,189.72,
2241,101.83,
2242,130.05,
2243,79.73,
2244,189.73,1.0
2245,124.25,
2246,102.9,
2247,268.62,
2248,129.54,
2249,75.0,1.0
2250,214.81,1.0
2251,161.52,1.0
2252,75.0,
2253,275.95,1.0
2254,159.64,1.0
2255,155.69,
2256,184.87,1.0
2257,234.84,1.0
2258,122.74,
2259,235.75,1.0
2260,197.53,1.0
2261,105.84,
2262,214.23,1.0
2263,180.2,1.0
2264,116.5,
2265,236.44,
2266,265.69,1.0
2267,227.95,
2268,141.49,
2269,191.45,1.0
2270,267.64,1.0
2271,75.0,
2272,294.66,
2273,81.35,
2274,127.97,
2275,104.16,
2276,194.57,
2277,262.43,1.0
2278,100.16,
2279,273.36,
2280,175.45,
2281,123.77,
2282,118.74,
2283,75.0,
2284,75.0,
2285,245.05,
2286,106.54,
2287,75.0,
2288,106.8,
2289,104.5,
2290,140.4,
2291,75.0,
2292,75.0,
2293,114.76,
2294,154.0,
2295,152.09,
2296,106.04,
2297,227.75,
2298,178.92,
2299,223.45,
2300,60.81,
2301,137.55,
2302,96.37,
2303,195.07,1.0
2304,76.52,
2305,75.0,1.0
2306,118.14,
2307,299.28,
2308,102.61,
2309,83.56,
2310,74.56,
2311,83.91,
2312,79.42,
2313,146.99,
2314,111.1,
2315,248.0,
2316,102.5,
2317,85.16,
2318,168.5,
2319,107.29,
2320,125.16,
2321,75.0,
2322,71.44,
2323,63.64,
2324,75.0,
2325,158.3,1.0
2326,200.65,1.0
2327,75.0,1.0
2328,143.0,
2329,100.8,
2330,75.0,
2331,116.13,
2332,228.1,
2333,213.18,
2334,144.78,
2335,67.65,
2336,88.53,
2337,104.43,
2338,75.0,
2339,327.27,
2340,104.17,
2341,75.0,1.0
2342,233.28,1.0
2343,75.0,
2344,121.82,
2345,75.0,
2346,93.2,
2347,65.9,
2348,102.37,
2349,75.0,1.0
2350,509.96,1.0
2351,229.63,1.0
2352,235.59,1.0
2353,319.94,1.0
2354,123.51,
2355,99.69,
2356,171.65,
2357,207.67,
2358,75.0,
2359,100.3,
2360,75.0,
2361,88.67,
2362,75.0,
2363,53.32,
2364,298.2,1.0
2365,125.28,
2366,244.13,1.0
2367,112.09,
2368,111.3,
2369,115.42,
2370,94.45,
2371,109.56,
2372,106.53,
2373,103.34,1.0
2374,217.08,1.0
2375,237.46,1.0
2376,236.15,1.0
2377,236.18,1.0
2378,210.27,
2379,217.82,1.0
2380,70.76,
2381,66.31,
2382,164.23,1.0
2383,260.5,1.0
2384,112.31,
2385,119.45,
2386,178.22,1.0
2387,78.64,
2388,134.03,
2389,108.59,
2390,75.0,
2391,206.62,
2392,284.56,1.0
2393,152.5,1.0
2394,75.0,
2395,207.29,1.0
2396,138.04,
2397,71.16,
2398,75.0,
2399,65.43,
2400,90.76,
2401,305.54,
2402,99.4,
2403,75.0,
2404,387.97,1.0
2405,94.71,
2406,379.57,1.0
2407,54.65,
2408,201.83,1.0
2409,208.86,1.0
2410,203.36,
2411,231.88,1.0
2412,70.12,
2413,105.74,
2414,147.19,1.0
2415,75.0,1.0
2416,169.94,
2417,108.73,
2418,118.08,
2419,218.37,
2420,93.25,
2421,90.08,
2422,75.0,
2423,125.28,
2424,128.35,
2425,71.88,
2426,88.24,
2427,75.0,
2428,139.74,
2429,170.19,
2430,77.42,
2431,185.4,
2432,71.76,
2433,75.0,
2434,84.2,
2435,273.98,
2436,96.01,
2437,75.0,
2438,81.11,
2439,101.62,1.0
2440,228.04,1.0
2441,229.69,1.0
2442,184.54,
2443,211.95,1.0
2444,85.54,
2445,107.4,
2446,127.73,
2447,111.32,
2448,71.03,
2449,75.0,
2450,134.23,
2451,111.28,
2452,119.65,
2453,179.54,
2454,185.62,
2455,116.24,
2456,84.5,
2457,152.78,
2458,169.27,
2459,172.04,
2460,75.0,
2461,71.21,
2462,70.83,
2463,75.0,
2464,67.19,
2465,76.54,
2466,146.69,
2467,188.87,
2468,125.55,
2469,98.79,
2470,162.21,
2471,78.07,
2472,236.2,
2473,75.0,
2474,85.58,
2475,101.62,
2476,147.85,
2477,72.77,
2478,75.0,
2479,86.6,
2480,87.37,
2481,151.67,
2482,71.43,
2483,83.02,
2484,117.43,
2485,69.8,
2486,166.07,
2487,180.75,
2488,73.62,
2489,210.15,
2490,216.36,
2491,96.78,
2492,188.19,
2493,180.0,
2494,62.94,
2495,239.26,
2496,211.79,
2497,61.74,
2498,112.83,
2499,147.06,
2500,75.0,1.0
2501,50.52,
2502,75.0,
2503,144.44,
2504,144.99,
2505,75.48,
2506,218.27,
2507,153.86,
2508,64.9,
2509,93.11,
2510,117.63,
2511,159.07,
2512,134.97,
2513,80.3,
2514,75.0,
2515,75.0,
2516,50.26,
2517,584.42,
2518,164.61,
2519,137.36,
2520,118.63,
2521,156.77,
2522,155.18,
2523,264.11,1.0
2524,178.3,1.0
2525,123.58,
2526,80.38,
2527,78.06,
2528,270.95,1.0
2529,264.15,1.0
2530,161.72,
2531,250.0,
2532,144.23,
2533,75.0,
2534,75.0,
2535,172.99,
2536,90.64,
2537,283.4,1.0
2538,75.0,
2539,96.62,
2540,104.8,
2541,75.0,
2542,102.33,
2543,123.0,
2544,73.4,
2545,183.1,
2546,166.64,
2547,250.0,
2548,103.94,
2549,91.75,
2550,140.67,
2551,182.76,
2552,121.05,
2553,150.52,
2554,75.0,
2555,148.66,
2556,100.71,
2557,94.26,
2558,75.0,
2559,241.45,1.0
2560,122.99,
2561,121.66,
2562,115.29,
2563,87.99,
2564,75.0,1.0
2565,132.76,
2566,153.19,
2567,137.39,
2568,75.0,
2569,126.89,
2570,120.56,
2571,94.25,
2572,75.0,
2573,163.68,
2574,144.7,
2575,54.95,
2576,89.62,
2577,75.0,
2578,250.0,
2579,81.32,
2580,58.03,
2581,111.72,
2582,169.09,
2583,159.79,
2584,169.79,
2585,86.79,
2586,126.53,
2587,75.0,
2588,56.46,
2589,82.78,
2590,50.46,
2591,58.19,
2592,167.46,
2593,115.55,
2594,212.33,
2595,126.3,
2596,198.53,1.0
2597,77.76,
2598,121.96,
2599,264.46,
2600,92.56,
2601,214.75,1.0
2602,123.19,1.0
2603,348.89,1.0
2604,66.22,
2605,99.5,
2606,377.88,
2607,130.69,
2608,111.78,
2609,109.96,
2610,172.94,1.0
2611,150.42,
2612,88.38,
2613,71.38,
2614,63.53,
2615,130.68,
2616,231.57,
2617,98.44,
2618,73.52,
2619,83.53,
2620,81.05,
2621,266.5,
2622,105.22,
2623,75.0,1.0
2624,75.0,
2625,302.09,1.0
2626,229.77,
2627,87.74,
2628,71.26,
2629,146.95,
2630,82.79,
2631,222.32,
2632,75.0,
2633,75.0,1.0
2634,88.15,
2635,219.23,
2636,75.0,
2637,86.96,
2638,72.36,
2639,123.11,
2640,267.79,1.0
2641,100.18,
2642,75.0,
2643,223.41,1.0
2644,85.11,
2645,98.14,
2646,159.79,
2647,117.25,
2648,145.82,
2649,86.84,
2650,90.57,
2651,75.0,
2652,127.36,
2653,75.0,
2654,114.96,
2655,87.07,
2656,75.0,
2657,75.0,1.0
2658,325.91,1.0
2659,75.0,
2660,274.04,1.0
2661,263.54,
2662,110.15,
2663,98.3,
2664,75.0,
2665,187.89,
2666,54.57,
2667,75.0,
2668,185.03,
2669,78.38,
2670,138.84,
2671,743.49,
2672,123.81,
2673,79.7,
2674,232.34,
2675,119.1,
2676,118.38,
2677,105.45,
2678,167.84,1.0
2679,213.69,1.0
2680,138.4,1.0
2681,75.0,
2682,359.38,
2683,179.79,1.0
2684,493.95,1.0
2685,128.71,
2686,179.98,
2687,87.53,
2688,143.05,
2689,138.99,
2690,68.18,
2691,75.0,
2692,204.01,1.0
2693,75.0,
2694,75.0,
2695,124.45,
2696,75.0,1.0
2697,220.66,1.0
2698,85.11,
2699,153.03,
2700,262.29,1.0
2701,594.03,
2702,95.13,
2703,71.53,
2704,136.33,
2705,75.0,
2706,64.37,
2707,89.74,
2708,159.8,
2709,144.53,
2710,75.0,
2711,88.93,
2712,75.0,
2713,91.13,
2714,75.0,
2715,282.12,
2716,311.82,
2717,189.98,1.0
2718,90.31,
2719,161.84,1.0
2720,100.92,
2721,242.9,1.0
2722,75.0,
2723,129.65,
2724,107.28,
2725,149.67,
2726,54.74,
2727,75.0,
2728,60.59,
2729,153.14,
2730,75.0,
2731,75.0,
2732,238.01,1.0
2733,238.35,1.0
2734,196.31,1.0
2735,129.18,
2736,85.07,
2737,107.28,
2738,58.84,
2739,75.0,1.0
2740,108.26,
2741,75.0,
2742,75.0,
2743,75.0,
2744,109.76,
2745,205.88,1.0
2746,139.58,
2747,152.58,
2748,179.58,
2749,75.0,
2750,73.95,
2751,98.42,
2752,75.0,
2753,75.0,
2754,75.0,
2755,263.19,1.0
2756,170.34,
2757,122.68,
2758,305.75,1.0
2759,63.35,
2760,61.75,
2761,75.0,1.0
2762,104.83,
2763,75.0,
2764,240.62,
2765,157.82,
2766,75.0,
2767,75.0,
2768,146.34,
2769,60.18,
2770,98.52,
2771,190.34,
2772,102.01,1.0
2773,140.57,
2774,89.67,
2775,85.61,
2776,67.68,
2777,75.0,1.0
2778,284.47,1.0
2779,126.55,
2780,51.39,
2781,143.62,
2782,208.88,1.0
2783,183.78,1.0
2784,111.93,
2785,163.35,
2786,371.71,1.0
2787,241.2,1.0
2788,204.97,
2789,271.57,
2790,119.1,
2791,178.61,
2792,148.94,
2793,71.16,
2794,75.0,
2795,161.86,
2796,110.75,
2797,115.02,
2798,349.09,
2799,116.92,
2800,137.25,
2801,75.0,
2802,75.0,
2803,97.38,
2804,81.66,
2805,235.79,
2806,462.44,
2807,257.01,
2808,96.64,
2809,128.91,
2810,127.11,
2811,82.33,
2812,75.0,
2813,264.28,1.0
2814,208.27,1.0
2815,135.94,
2816,75.0,
2817,75.0,
2818,75.0,
2819,87.21,
2820,88.55,
2821,137.08,
2822,152.12,
2823,271.03,1.0
2824,148.62,
2825,75.0,1.0
2826,202.11,1.0
2827,97.31,
2828,356.05,1.0
2829,75.0,
2830,75.0,
2831,87.61,
2832,231.68,
2833,81.43,
2834,76.7,
2835,111.89,
2836,51.12,
2837,122.93,
2838,74.17,
2839,127.77,
2840,94.14,
2841,60.56,
2842,167.28,
2843,84.41,
2844,192.66,
2845,167.08,
2846,175.0,
2847,111.37,
2848,161.85,
2849,211.97,1.0
2850,103.07,
2851,99.43,
2852,245.23,1.0
2853,120.14,
2854,231.58,1.0
2855,303.13,1.0
2856,380.77,1.0
2857,139.29,
2858,85.24,
2859,204.0,
2860,257.38,
2861,113.6,
2862,112.18,
2863,256.43,1.0
2864,295.01,1.0
2865,158.54,
2866,128.15,
2867,100.63,
2868,130.27,
2869,219.17,1.0
2870,198.76,1.0
2871,81.63,
2872,75.0,
2873,313.77,1.0
2874,124.84,
2875,75.0,
2876,187.54,
2877,276.4,1.0
2878,198.02,1.0
2879,184.04,1.0
2880,103.01,
2881,78.33,
2882,368.87,1.0
2883,75.0,1.0
2884,224.54,1.0
2885,62.59,
2886,116.64,
2887,169.53,
2888,209.83,1.0
2889,127.56,
2890,75.0,1.0
2891,75.0,
2892,106.87,
2893,78.47,
2894,75.0,
2895,75.0,
2896,81.61,
2897,75.0,
2898,75.0,
2899,203.9,
2900,98.99,
2901,295.96,1.0
2902,115.05,
2903,53.19,
2904,139.35,
2905,254.27,
2906,157.48,
2907,112.67,
2908,72.0,
2909,94.17,
2910,93.47,
2911,119.33,
2912,197.55,1.0
2913,302.13,1.0
2914,199.95,1.0
2915,247.25,1.0
2916,286.63,1.0
2917,93.1,
2918,207.86,1.0
2919,329.91,1.0
2920,373.61,1.0
2921,75.0,
2922,104.69,
2923,76.72,
2924,75.0,
2925,134.48,
2926,95.82,
2927,75.0,
2928,75.0,
2929,142.16,
2930,197.4,
2931,162.54,
2932,75.0,
2933,86.86,
2934,180.98,
2935,75.0,
2936,75.0,
2937,60.44,
2938,75.0,
2939,77.02,
2940,75.0,
2941,75.0,
2942,77.94,
2943,77.62,
2944,220.46,
2945,75.0,
2946,113.86,
2947,75.0,1.0
2948,75.0,1.0
2949,227.04,1.0
2950,138.68,
2951,119.69,
2952,318.02,1.0
2953,218.34,1.0
2954,211.47,
2955,63.0,
2956,250.66,1.0
2957,187.86,1.0
2958,108.96,
2959,121.49,
2960,262.74,1.0
2961,243.96,
2962,265.17,1.0
2963,158.84,
2964,142.82,1.0
2965,174.56,
2966,238.88,
2967,75.0,
2968,250.02,
2969,75.0,
2970,79.83,
2971,132.11,
2972,75.0,
2973,185.97,
2974,129.21,
2975,179.32,
2976,204.94,
2977,91.55,
2978,98.89,
2979,75.0,1.0
2980,137.95,
2981,77.66,
2982,58.2,
2983,90.05,
2984,75.0,1.0
2985,204.3,
2986,75.0,1.0
2987,86.17,
2988,75.0,
2989,132.35,
2990,130.13,
2991,129.22,
2992,85.41,
2993,137.72,
2994,176.28,1.0
2995,220.28,1.0
2996,276.23,1.0
2997,228.13,1.0
2998,182.05,1.0
2999,248.71,1.0
3000,75.0,1.0
3001,75.0,
3002,75.0,
3003,115.95,
3004,197.48,
3005,250.0,
3006,267.12,
3007,150.14,
3008,75.0,1.0
3009,144.72,
3010,93.54,
3011,283.45,1.0
3012,158.5,1.0
3013,61.45,
3014,126.08,
3015,124.37,
3016,75.0,
3017,109.29,
3018,50.75,
3019,112.18,
3020,130.17,
3021,75.0,1.0
3022,248.04,1.0
3023,75.0,
3024,75.0,
3025,67.8,
3026,91.01,
3027,164.13,1.0
3028,264.95,1.0
3029,75.0,1.0
3030,178.82,1.0
3031,220.8,1.0
3032,299.65,1.0
3033,237.54,1.0
3034,374.1,1.0
3035,162.86,
3036,146.89,
3037,268.93,
3038,76.23,
3039,240.82,1.0
3040,75.0,
3041,79.05,
3042,95.01,
3043,136.26,
3044,74.71,
3045,103.38,
3046,222.56,
3047,84.98,
3048,75.0,
3049,55.91,
3050,199.56,1.0
3051,75.0,
3052,109.35,
3053,99.24,
3054,70.55,
3055,135.36,
3056,146.45,
3057,250.0,1.0
3058,198.96,1.0
3059,208.52,1.0
3060,271.46,1.0
3061,91.62,
3062,103.21,
3063,259.83,
3064,97.59,
3065,61.76,
3066,113.22,
3067,136.7,
3068,113.55,
3069,75.0,
3070,99.87,
3071,75.0,
3072,135.35,
3073,121.39,
3074,102.62,
3075,117.67,
3076,75.0,
3077,145.97,
3078,75.0,
3079,57.88,
3080,139.39,
3081,82.45,
3082,158.58,
3083,206.96,1.0
3084,285.35,1.0
3085,333.54,1.0
3086,168.54,
3087,281.21,1.0
3088,247.27,1.0
3089,86.77,
3090,75.38,
3091,105.01,
3092,63.42,
3093,207.85,1.0
3094,75.0,
3095,99.2,
3096,125.11,
3097,274.33,
3098,75.0,
3099,73.07,
3100,75.0,
3101,93.14,
3102,749.07,
3103,75.0,
3104,175.85,
3105,75.0,1.0
3106,248.32,1.0
3107,266.0,1.0
3108,186.94,1.0
3109,142.23,1.0
3110,113.06,1.0
3111,75.0,1.0
3112,77.58,
3113,127.79,
3114,63.78,
3115,74.49,
3116,219.82,
3117,75.0,
3118,84.01,
3119,171.93,
3120,236.81,1.0
3121,95.61,
3122,159.63,
3123,762.65,
3124,101.32,
3125,100.59,
3126,84.7,
3127,99.84,
3128,156.48,
3129,75.0,
3130,75.0,
3131,69.78,
3132,68.24,
3133,83.22,
3134,122.64,
3135,193.5,
3136,202.94,
3137,156.02,
3138,260.44,
3139,100.73,
3140,244.32,
3141,90.6,
3142,110.64,
3143,111.83,
3144,142.62,
3145,75.0,
3146,248.37,1.0
3147,72.77,
3148,136.0,
3149,196.87,
3150,69.96,
3151,137.35,
3152,194.29,1.0
3153,213.91,1.0
3154,241.62,1.0
3155,181.55,1.0
3156,305.37,1.0
3157,306.65,1.0
3158,76.94,
3159,267.77,1.0
3160,75.0,
3161,75.0,
3162,113.33,
3163,150.0,
3164,146.7,
3165,82.18,
3166,85.63,
3167,133.07,
3168,127.36,
3169,76.2,
3170,75.0,
3171,68.43,
3172,87.56,
3173,76.38,
3174,166.97,
3175,114.34,
3176,75.94,
3177,113.87,
3178,114.45,
3179,100.22,
3180,76.29,
3181,75.0,
3182,156.64,
3183,68.5,
3184,73.88,
3185,120.49,
3186,97.73,
3187,166.54,
3188,87.23,
3189,113.29,
3190,218.37,1.0
3191,201.88,1.0
3192,219.04,1.0
3193,97.92,
3194,86.94,
3195,106.28,
3196,79.15,
3197,67.98,
3198,333.5,
3199,230.16,
3200,88.17,
3201,129.58,
3202,87.76,
3203,80.91,
3204,63.1,
3205,78.61,
3206,251.3,1.0
3207,237.62,1.0
3208,190.78,1.0
3209,226.57,1.0
3210,152.73,1.0
3211,86.8,
3212,144.32,
3213,83.99,
3214,98.89,
3215,93.56,
3216,187.7,
3217,198.59,
3218,159.08,
3219,75.0,
3220,97.62,
3221,99.68,
3222,75.0,
3223,245.18,
3224,255.47,
3225,75.0,
3226,194.35,
3227,155.07,
3228,75.0,
3229,86.8,
3230,52.7,
3231,217.81,1.0
3232,95.14,
3233,229.04,1.0
3234,156.71,
3235,179.82,
3236,168.74,1.0
3237,104.17,
3238,59.87,
3239,211.9,
3240,99.33,
3241,218.89,
3242,94.62,
3243,103.8,
3244,65.96,
3245,192.84,
3246,75.0,
3247,192.25,
3248,156.99,
3249,180.8,
3250,75.0,
3251,115.3,
3252,246.62,
3253,122.22,
3254,75.0,1.0
3255,105.79,
3256,231.83,
3257,75.0,
3258,133.85,
3259,128.38,
3260,79.16,
3261,169.19,
3262,154.33,
3263,112.5,
3264,64.3,
3265,74.55,
3266,172.16,
3267,75.0,
3268,84.0,
3269,113.31,
3270,132.91,
3271,304.78,1.0
3272,89.41,
3273,77.16,
3274,84.55,
3275,74.71,
3276,154.38,
3277,135.23,
3278,107.7,
3279,93.68,
3280,75.0,1.0
3281,75.0,
3282,199.98,1.0
3283,63.44,
3284,189.69,1.0
3285,187.73,
3286,215.38,
3287,103.66,
3288,81.54,
3289,124.37,
3290,68.33,
3291,118.56,
3292,75.0,
3293,75.0,
3294,349.81,
3295,201.8,1.0
3296,171.47,
3297,256.13,
3298,250.0,
3299,197.82,
3300,93.18,
3301,174.13,
3302,116.05,
3303,75.0,
3304,75.0,
3305,75.0,
3306,255.83,
3307,128.71,
3308,63.91,
3309,99.11,
3310,70.35,
3311,126.28,
3312,75.0,
3313,112.27,
3314,116.42,
3315,309.96,1.0
3316,115.84,
3317,200.11,1.0
3318,190.47,
3319,50.79,
3320,180.39,
3321,172.02,
3322,55.01,
3323,75.0,
3324,64.46,
3325,75.0,
3326,75.0,
3327,84.47,
3328,451.11,
3329,60.14,
3330,75.0,
3331,68.98,
3332,50.6,
3333,145.68,
3334,148.79,
3335,259.27,1.0
3336,75.0,1.0
3337,148.31,
3338,103.59,
3339,75.0,
3340,131.21,1.0
